_url,name,birth_year,weight,height,nationality
lubos-lom,Luboš  Lom,1965.0,,,Czech Republic
anthony-jullien,Anthony  Jullien,1998.0,72.0,178.0,France
johan-museeuw,Johan  Museeuw,1965.0,71.0,184.0,Belgium
massimo-donati,Massimo  Donati,1967.0,75.0,186.0,Italy
eduardo-hernandez,Eduardo  Hernandez,1973.0,,,Spain
matthew-white,Matthew  White,1974.0,72.0,181.0,Australia
luca-colnaghi,Luca  Colnaghi,1999.0,63.0,171.0,Italy
anton-chantyr,Anton  Chantyr,1974.0,,,Russia
johnnie-walker,Johnnie  Walker,1987.0,63.0,178.0,Australia
elie-gesbert,Élie  Gesbert,1995.0,63.0,181.0,France
jerome-neuville,Jerome  Neuville,1975.0,85.0,192.0,France
eddy-merckx,Eddy  Merckx,1945.0,74.0,182.0,Belgium
manuele-boaro,Manuele  Boaro,1987.0,64.0,173.0,Italy
jose-luis-de-santos-arribas,Jose Luis  De Santos,1968.0,,,Spain
tobias-steinhauser,Tobias  Steinhauser,1972.0,72.0,188.0,Germany
joaquim-galera,Joaquín  Galera,1940.0,,,Spain
ruben-apers,Ruben  Apers,1998.0,70.0,179.0,Belgium
yuriy-krivtsov,Yuriy  Krivtsov,1979.0,72.0,178.0,Ukraine
peter-luttenberger,Peter  Luttenberger,1972.0,60.0,173.0,Austria
juan-martin-zapatero-marcos,Juan Martín  Zapatero,1964.0,,,Spain
stanislaw-aniolkowski,Stanisław  Aniołkowski,1997.0,68.0,181.0,Poland
rolf-haller,Rolf  Haller,1957.0,,,Germany
carlos-muniz,Carlos  Muñiz,1964.0,,,Spain
marco-tizza,Marco  Tizza,1992.0,58.0,173.0,Italy
sam-bewley,Sam  Bewley,1987.0,81.0,191.0,New Zealand
pier-andre-cote,Pier-André  Côté,1997.0,,181.0,Canada
angel-de-las-heras,Ángel  de las Heras,1957.0,,,Spain
andre-massard,André  Massard,1957.0,,,Switzerland
fabien-patanchon,Fabien  Patanchon,1983.0,69.0,179.0,France
devis-miorin,Devis  Miorin,1976.0,,,Italy
enrique-alberto-aja,Enrique Alberto  Aja,1960.0,,,Spain
adelino-teixeira,Adelino  Teixeira,1954.0,,,Portugal
thierry-bourguignon,Thierry  Bourguignon,1962.0,72.0,185.0,France
giovanni-battaglin,Giovanni  Battaglin,1951.0,,,Italy
mark-mcnally,Mark  McNally,1989.0,72.0,186.0,Great Britain
victor-koretzky,Victor  Koretzky,1994.0,69.0,180.0,France
franco-mori,Franco  Mori,1944.0,,,Italy
alain-cigana,Alain  Cigana,1950.0,,,France
matus-stocek,Matúš  Štoček,1999.0,80.0,190.0,Slovakia
oliverio-rincon-quintana,Oliverio  Rincón,1968.0,,,Colombia
frank-pineau,Frank  Pineau,1963.0,,,France
thibault-ferasse,Thibault  Ferasse,1994.0,61.0,168.0,France
jean-marie-vernie,Jean-marie  Vernie,1960.0,,,Belgium
ben-tulett,Ben  Tulett,2001.0,56.0,169.0,Great Britain
johann-lienhart,Johann  Lienhart,1960.0,66.0,173.0,Austria
theo-mertens,Theo  Mertens,1941.0,,,Belgium
gerald-oberson,Gerald  Oberson,1954.0,,,Switzerland
martin-pedersen,Martin  Pedersen,1983.0,62.0,170.0,Denmark
innar-mandoja,Innar  Mändoja,1978.0,69.0,175.0,Estonia
matteo-spreafico,Matteo  Spreafico,1993.0,69.0,184.0,Italy
fernando-torres,Fernando  Torres,1978.0,,,Spain
cesare-cipollini,Cesare  Cipollini,1958.0,,,Italy
warren-barguil,Warren  Barguil,1991.0,61.0,183.0,France
john-dekeukelaere,John  Dekeukelaere,1962.0,,,Belgium
unai-cuadrado,Unai  Cuadrado,1997.0,,,Spain
gines-garcia-pallares,Ginés  García,1959.0,,,Spain
valere-thiebaud,Valère  Thiébaud,1999.0,,184.0,Switzerland
andrei-kunitski,Andrei  Kunitski,1984.0,72.0,176.0,Belarus
jose-manuel-uria,José Manuel  Uría,1969.0,,,Spain
renzo-ragnetti,Renzo  Ragnetti,1973.0,,,Italy
brecht-dhaene,Brecht  Dhaene,1988.0,73.0,192.0,Belgium
timon-seubert,Timon  Seubert,1987.0,73.0,183.0,Germany
ricardo-vilela,Ricardo  Vilela,1987.0,59.0,170.0,Portugal
peter-stevenhaagen,Peter  Stevenhaagen,1965.0,,,Netherlands
marc-sergeant,Marc  Sergeant,1959.0,76.0,187.0,Belgium
marc-vercammen,Marc  Vercammen,1960.0,,,Belgium
pol-verschuere,Pol  Verschuere,1955.0,,,Belgium
alexey-tsatevich,Alexey  Tsatevich,1989.0,64.0,169.0,Russia
louis-bendixen,Louis  Bendixen,1995.0,,190.0,Denmark
luis-edgar-espinosa-sepulveda,Luis Edgar  Espinosa,1967.0,,,Colombia
thomas-frei,Thomas  Frei,1985.0,71.0,178.0,Switzerland
felix-odebrecht,Felix  Odebrecht,1984.0,,,Germany
aidis-kruopis,Aidis  Kruopis,1986.0,80.0,184.0,Lithuania
danny-janssens,Danny  Janssens,1963.0,,,Belgium
guillermo-de-la-pena,Guillermo  De La Peña,1959.0,,,Spain
jan-aling,Jan  Aling,1949.0,,,Netherlands
matthias-brandle,Matthias  Brändle,1989.0,80.0,190.0,Austria
atle-kvalsvoll,Atle  Kvålsvoll,1962.0,,,Norway
manuel-cardenas,Manuel  Cárdenas,1961.0,,,Colombia
jan-willem-van-schip,Jan-Willem van Schip,1994.0,84.0,194.0,Netherlands
gianni-di-lorenzo,Gianni Di Lorenzo,1948.0,,,Italy
timothy-duggan,Timothy  Duggan,1982.0,60.0,173.0,United States
paul-willerton,Paul  Willerton,1969.0,,,United States
yann-tournier,Yann  Tournier,1978.0,,,France
dawid-krupa,Dawid  Krupa,1980.0,74.0,181.0,Poland
david-canada,David  Cañada,1975.0,65.0,176.0,Spain
kenny-molly,Kenny  Molly,1996.0,61.0,171.0,Belgium
max-walker,Max  Walker,2001.0,,,Great Britain
jonathan-tiernan-locke,Jonathan  Tiernan-Locke,1984.0,,,Great Britain
adam-phelan,Adam  Phelan,1991.0,73.0,182.0,Australia
martijn-tusveld,Martijn  Tusveld,1993.0,70.0,188.0,Netherlands
cyril-lemoine,Cyril  Lemoine,1983.0,73.0,182.0,France
william-dazzani,William  Dazzani,1966.0,,,Italy
orluis-aular,Orluis  Aular,1996.0,65.0,176.0,Venezuela
benat-intxausti,Beñat  Intxausti,1986.0,61.0,175.0,Spain
ricardo-zuniga,Ricardo  Zúñiga,1957.0,,,Spain
jean-claude-fabbri,Jean-Claude  Fabbri,1952.0,,,Italy
javier-perez-pereira,Javier  Pérez,1977.0,,,Spain
chris-peers,Chris  Peers,1970.0,73.0,184.0,Belgium
sergei-ivanov,Sergei  Ivanov,1975.0,73.0,180.0,Russia
massimo-codol,Massimo  Codol,1973.0,67.0,178.0,Italy
florian-lipowitz,Florian  Lipowitz,2000.0,68.0,181.0,Germany
giuseppe-palumbo,Giuseppe  Palumbo,1975.0,61.0,173.0,Italy
jose-angel-sarrapio,José Angel  Sarrapio,1959.0,,,Spain
hidenori-nodera,Hidenori  Nodera,1975.0,,,Japan
kevin-ledanois,Kévin  Ledanois,1993.0,67.0,181.0,France
stijn-vandenbergh,Stijn  Vandenbergh,1984.0,86.0,199.0,Belgium
tim-kerkhof,Tim  Kerkhof,1993.0,76.0,190.0,Netherlands
matteo-priamo,Matteo  Priamo,1982.0,72.0,182.0,Italy
marco-della-vedova,Marco Della Vedova,1972.0,,,Italy
juan-cesar-aguirre,Julio César  Aguirre,1969.0,,,Colombia
sylvain-georges,Sylvain  Georges,1984.0,69.0,181.0,France
gino-ligneel,Gino  Ligneel,1957.0,,,Belgium
leon-boelhouwers,Léon  Boelhouwers,1965.0,,,Netherlands
thomas-davy,Thomas  Davy,1968.0,,,France
jairo-de-jesus-hernandez-montoya,Jairo de Jesús  Hernández,1972.0,,,Colombia
valentino-fois,Valentino  Fois,1973.0,,,Italy
juergen-werner,Jürgen  Werner,1970.0,,,Germany
christian-werner,Christian  Werner,1979.0,,,Germany
jean-cyril-robin,Jean-Cyril  Robin,1969.0,63.0,180.0,France
roberto-gaggioli,Roberto  Gaggioli,1962.0,,,Italy
francisco-cerezo,Francisco Javier  Cerezo,1971.0,,,Spain
karl-kalin,Karl  Kälin,1965.0,,,Switzerland
jesse-sergent,Jesse  Sergent,1988.0,76.0,189.0,New Zealand
julio-cesar,Julio César  Ortegón,1968.0,,,Colombia
rui-lavarinhas,Rui  Lavarinhas,1971.0,,,Portugal
noe-gianetti,Noe  Gianetti,1989.0,,,Switzerland
jarrad-drizners,Jarrad  Drizners,1999.0,70.0,186.0,Australia
christian-pfannberger,Christian  Pfannberger,1979.0,63.0,177.0,Austria
domingos-goncalves,Domingos  Gonçalves,1989.0,70.0,184.0,Portugal
filip-maciejuk,Filip  Maciejuk,1999.0,78.0,190.0,Poland
claudio-rio,Claudio  Rio,1964.0,,,Italy
michel-le-denmat,Michel Le Denmat,1950.0,,,France
norman-alvis,Norman  Alvis,1963.0,,,United States
dirk-ongenae,Dirk  Ongenae,1953.0,,,Belgium
ramon-troncoso-sobrino,José Ramón  Troncoso,1981.0,,,Spain
richard-virenque,Richard  Virenque,1969.0,65.0,179.0,France
enrique-alonso,Enrique  Alonso,1965.0,,,Spain
claudio-savini,Claudio  Savini,1956.0,,,Italy
bruno-manuel-silva-pires,Bruno  Pires,1981.0,63.0,174.0,Portugal
fabio-jakobsen,Fabio  Jakobsen,1996.0,78.0,181.0,Netherlands
lasse-bochmann,Lasse  Bøchmann,1983.0,,,Denmark
domenico-romano,Domenico  Romano,1975.0,,,Italy
joab-schneiter,Joab  Schneiter,1998.0,,,Switzerland
andrei-toporizchev,Andrei  Toporizchev,1962.0,,,Russia
alex-aranburu,Alex  Aranburu,1995.0,63.0,178.0,Spain
jose-maria-yurrebaso,José Maria  Yurrebaso,1955.0,,,Spain
aad-van-den-hoek,Aad van den Hoek,1951.0,77.0,186.0,Netherlands
julio-alberto-perez-cuapio,Julio Alberto  Perez Cuapio,1977.0,58.0,171.0,Mexico
john-bogers,John  Bogers,1964.0,,,Netherlands
robin-carpenter,Robin  Carpenter,1992.0,,178.0,United States
radoslav-rogina,Radoslav  Rogina,1979.0,70.0,186.0,Croatia
ivan-santos,Iván  Santos,1982.0,,,Spain
richard-chassot,Richard  Chassot,1970.0,,,Switzerland
oleksandr-polivoda,Oleksandr  Polivoda,1987.0,,,Ukraine
juan-felipe-osorio,Juan Felipe  Osorio,1995.0,65.0,180.0,Colombia
henri-dorgelo,Henri  Dorgelo,1964.0,,,Netherlands
pierre-henri-lecuisinier,Pierre-Henri  Lecuisinier,1993.0,65.0,176.0,France
roland-meier,Roland  Meier,1967.0,60.0,176.0,Switzerland
luciano-rabottini,Luciano  Rabottini,1958.0,,,Italy
vincent-van-der-kooij,Vincent van der Kooij,1979.0,,,Netherlands
artem-nych,Artem  Nych,1995.0,74.0,195.0,Russia
jean-michel-thilloy,Jean-Michel  Thilloy,1966.0,,,France
gorka-gerrikagoitia,Gorka  Gerrikagoitia,1973.0,63.0,173.0,Spain
matteo-moschetti,Matteo  Moschetti,1996.0,73.0,180.0,Italy
jose-maria-garcia,José María  García,1998.0,,,Spain
christian-chaubet,Christian  Chaubet,1961.0,,,France
nils-politt,Nils  Politt,1994.0,80.0,192.0,Germany
tim-de-troyer,Tim De Troyer,1990.0,72.0,178.0,Belgium
antonio-varriale,Antonio  Varriale,1974.0,,,Italy
andrei-teteriouk,Andrei  Teteriouk,1967.0,72.0,183.0,Kazakhstan
angel-vallejo-dominguez,Ángel  Vallejo,1981.0,,,Spain
franco-ballerini,Franco  Ballerini,1964.0,78.0,185.0,Italy
julio-cesar-cadena,Julio César  Cadena,1963.0,,,Colombia
jurgen-tschan,Jurgen  Tschan,1947.0,68.0,177.0,Germany
peter-williams-1,Peter  Williams,1986.0,,,Great Britain
jordan-cheyne,Jordan  Cheyne,1991.0,,,Canada
zdislaw-krudysz,Zdislaw  Krudysz,1961.0,,,Poland
maurizio-bellet,Maurizio  Bellet,1952.0,,,Italy
paul-jesson,Paul  Jesson,1955.0,,,New Zealand
jason-phillips,Jason  Phillips,1969.0,,,Australia
patrick-van-roosbroeck,Patrick Van Roosbroeck,1969.0,,,Belgium
kyle-murphy,Kyle  Murphy,1991.0,67.0,185.0,United States
sergiy-adyeyev,Sergiy  Adyeyev,1976.0,,,Ukraine
pierre-dewailly,Pierre  Dewailly,1967.0,,,Belgium
vladimir-malakov,Vladimir  Malakov,,,,Russia
karol-rychlik,Karol  Rychlik,1970.0,,,Poland
marcin-lewandowski,Marcin  Lewandowski,1977.0,,,Poland
daniel-plummer,Daniel  Plummer,1957.0,,,Belgium
toms-skujins,Toms  Skujiņš,1991.0,70.0,181.0,Latvia
greg-moens,Greg  Moens,1966.0,,,Belgium
jose-angel-gomez,José Ángel  Gomez,1965.0,,,Spain
joaquin-novoa-mendez,Joaquín  Novoa,1983.0,,,Spain
moreno-di-biase,Moreno Di Biase,1975.0,,,Italy
robert-kiserlovski,Robert  Kišerlovski,1986.0,72.0,180.0,Croatia
agustin-sagasti,Agustin  Sagasti,1970.0,,,Spain
julien-laidoun,Julien  Laidoun,1980.0,,,France
aime-delaere,Aimé  Delaere,1946.0,,,Belgium
denis-smyslov,Denis  Smyslov,1979.0,,,Russia
jean-louis-danguillaume,Jean-Louis  Danguillaume,1949.0,,,France
remi-cavagna,Rémi  Cavagna,1995.0,78.0,186.0,France
rene-weissinger,René  Weissinger,1978.0,74.0,184.0,Germany
alessio-antonini,Alessio  Antonini,1949.0,,,Italy
jean-francois-chaurin,Jean-François  Chaurin,1961.0,,,France
txomin-juaristi,Txomin  Juaristi,1995.0,67.5,182.0,Spain
valentino-china,Valentino  China,1977.0,,,Italy
mikel-iturria,Mikel  Iturria,1992.0,69.0,185.0,Spain
umberto-marengo,Umberto  Marengo,1992.0,69.0,179.0,Italy
manuel-martin-conde,Manuel  Martin-conde,1953.0,,,Spain
anthony-turgis,Anthony  Turgis,1994.0,70.0,178.0,France
gianluca-gorini,Gianluca  Gorini,1970.0,,,Italy
englebert-opdebeeck,Englebert  Opdebeeck,1946.0,,,Belgium
piotr-ugrumov,Piotr  Ugrumov,1961.0,58.0,174.0,Latvia
daniil-fominykh,Daniil  Fominykh,1991.0,70.0,185.0,Kazakhstan
john-devine,John  Devine,1985.0,,,United States
marek-szerszynski,Marek  Szerszynski,1960.0,,,Poland
joost-posthuma,Joost  Posthuma,1981.0,76.0,189.0,Netherlands
ibai-salas,Ibai  Salas,1991.0,,,Spain
simone-cadamuro,Simone  Cadamuro,1976.0,78.0,185.0,Italy
ander-okamika,Ander  Okamika,1993.0,70.0,190.0,Spain
frederik-frison,Frederik  Frison,1992.0,84.0,193.0,Belgium
michael-albasini,Michael  Albasini,1980.0,65.0,172.0,Switzerland
christophe-masson,Christophe  Masson,1985.0,68.0,181.0,France
chris-sutton,Chris  Sutton,1984.0,67.0,176.0,Australia
kevin-de-weert,Kevin De Weert,1982.0,70.0,182.0,Belgium
hans-langerijs,Hans  Langerijs,1953.0,,,Netherlands
danny-pate,Danny  Pate,1979.0,73.0,185.0,United States
mike-terpstra,Mike  Terpstra,1987.0,64.0,189.0,Netherlands
jack-burke,Jack  Burke,1995.0,70.0,180.0,Canada
erminio-rizzi,Erminio  Rizzi,1958.0,,,Italy
jose-grande,José  Grande,1944.0,,,Spain
andreas-stokbro,Andreas  Stokbro,1997.0,70.0,183.0,Denmark
roberto-pagnin,Roberto  Pagnin,1962.0,74.0,178.0,Italy
gaetano-juliano,Gaetano  Juliano,1948.0,,,Italy
per-bausager,Per  Bausager,1956.0,,,Denmark
corne-van-rijen,Corné van Rijen,1966.0,,,Netherlands
filippo-meloni,Filippo  Meloni,1969.0,,,Italy
christian-poirier,Christian  Poirier,1954.0,,,France
olaf-ludwig,Olaf  Ludwig,1960.0,,,Germany
radoslaw-romanik,Radosław  Romanik,1967.0,62.0,167.0,Poland
gilles-delion,Gilles  Delion,1966.0,,,France
romain-bardet,Romain  Bardet,1990.0,65.0,185.0,France
ellis-rastelli,Ellis  Rastelli,1975.0,,,Italy
bradley-mcgee,Bradley  McGee,1976.0,72.0,182.0,Australia
fabricio-ferrari,Fabricio  Ferrari,1985.0,64.0,177.0,Uruguay
mirko-rossato,Mirko  Rossato,1968.0,,,Italy
thierry-elissalde,Thierry  Elissalde,1969.0,,,France
xavier-florencio,Xavier  Florencio,1979.0,59.0,173.0,Spain
matthew-riccitello,Matthew  Riccitello,2002.0,55.0,172.0,United States
julen-irizar,Julen  Irizar,1995.0,67.0,178.0,Spain
cedric-herve,Cédric  Hervé,1979.0,60.0,169.0,France
ivan-basso,Ivan  Basso,1977.0,70.0,182.0,Italy
juan-garcia2,Juan  García,1957.0,,,Spain
juan-martin-ocana,Juan Martin  Ocana,1958.0,,,Spain
richard-trinkler,Richard  Trinkler,1950.0,67.0,176.0,Switzerland
rudy-bormans,Rudy  Bormans,1959.0,,,Belgium
cees-koeken,Cees  Koeken,1948.0,,,Netherlands
paniego-fuentes,Ángel  Fuentes,1996.0,77.0,190.0,Spain
christoph-gohring,Christoph  Gohring,1973.0,,,Switzerland
florian-vermeersch,Florian  Vermeersch,1999.0,85.0,193.0,Belgium
mikel-astarloza,Mikel  Astarloza,1979.0,72.0,185.0,Spain
hans-vonk,Hans  Vonk,1959.0,,,Netherlands
theo-appeldoorn,Theo  Appeldoorn,1959.0,,,Netherlands
conor-dunne,Conor  Dunne,1992.0,88.0,204.0,Ireland
markus-zberg,Markus  Zberg,1974.0,69.0,179.0,Switzerland
fredrik-ludvigsson,Fredrik  Ludvigsson,1994.0,71.0,189.0,Sweden
alessandro-bertuola,Alessandro  Bertuola,1979.0,,,Italy
dante-coccolo,Dante  Coccolo,1954.0,,,France
august-herijgers,August  Herijgers,1950.0,,,Belgium
michel-zanoli,Michel  Zanoli,1968.0,,,Netherlands
roland-vogeli,Roland  Vogeli,1959.0,,,Switzerland
frank-hoste,Frank  Hoste,1955.0,76.0,,Belgium
barry-hoban,Barry  Hoban,1940.0,,,Great Britain
maxim-rudenko,Maxim  Rudenko,1979.0,,,Ukraine
willy-van-neste,Willy Van Neste,1944.0,,,Belgium
michael-lange,Michael  Lange,1983.0,,,United States
ion-del-rio,Ion Del Rio,1978.0,,,Spain
julien-delocht,Julien  Delocht,1942.0,,,Belgium
chris-anker-sorensen,Chris Anker  Sørensen,1984.0,64.0,185.0,Denmark
frederic-pontier,Frederic  Pontier,1970.0,,,France
eddy-goossens,Eddy  Goossens,1946.0,,,Belgium
ivan-ivanov,Ivan  Ivanov,1960.0,,,Russia
marco-bernal,Marco  Bernal,1962.0,,,Colombia
daniele-galli,Daniele  Galli,1975.0,,,Italy
egoitz-garcia,Egoitz  García,1986.0,70.0,180.0,Spain
garikoitz-bravo,Garikoitz  Bravo,1989.0,61.0,174.0,Spain
philippe-martinez,Philippe  Martinez,1958.0,,,France
gerhard-schonbacher,Gerhard  Schönbacher,1954.0,,,Austria
gerben-lowik,Gerben  Löwik,1977.0,72.0,188.0,Netherlands
romes-gainetdinov,Romes  Gainetdinov,1967.0,,,Russia
giuseppe-di-fresco,Giuseppe Di Fresco,1973.0,,,Italy
romain-sicard,Romain  Sicard,1988.0,63.0,179.0,France
sean-way,Sean  Way,1967.0,,,Canada
daniel-hirs,Daniel  Hirs,1965.0,,,Switzerland
attilio-viviani,Attilio  Viviani,1996.0,69.0,174.0,Italy
carter-jones,Carter  Jones,1989.0,64.0,183.0,United States
francesco-romano,Francesco  Romano,1997.0,,,Italy
ronan-van-zandbeek,Ronan van Zandbeek,1988.0,72.0,184.0,Netherlands
jordi-simon,Jordi  Simón,1990.0,64.0,177.0,Spain
harry-sweeny,Harry  Sweeny,1998.0,75.0,186.0,Australia
gleb-brussenskiy,Gleb  Brussenskiy,2000.0,64.0,178.0,Kazakhstan
amaro-manuel-antunes,Amaro  Antunes,1990.0,58.0,173.0,Portugal
manuel-luis-campos-abreu,Manuel Luis Campos  Abreu,1963.0,,,Portugal
reto-bergmann,Reto  Bergmann,1976.0,68.0,183.0,Switzerland
vicente-belda,Vicente  Belda,1954.0,,154.0,Spain
daniel-freitas,Daniel  Freitas,1991.0,64.0,171.0,Portugal
giovanni-lonardi,Giovanni  Lonardi,1996.0,70.0,180.0,Italy
michael-rasmussen,Michael  Rasmussen,1974.0,58.0,174.0,Denmark
jelle-nijdam,Jelle  Nijdam,1963.0,70.0,183.0,Netherlands
daniel-munoz,Daniel  Muñoz,1996.0,57.0,174.0,Colombia
jose-antonio-borja,Jose Antonio  Borja,1964.0,,,Spain
eric-leman,Eric  Leman,1946.0,,,Belgium
jose-luis-santamaria,José Luis  Santamaria,1968.0,,,Spain
santiago-umba,Santiago  Umba,2002.0,58.0,170.0,Colombia
ryan-cox,Ryan  Cox,1979.0,62.0,177.0,South Africa
denis-bondarenko,Denis  Bondarenko,1978.0,,,Russia
timo-roosen,Timo  Roosen,1993.0,78.0,193.0,Netherlands
paul-wellens,Paul  Wellens,1952.0,,,Belgium
ivan-rovny,Ivan  Rovny,1987.0,62.0,173.0,Russia
serhiy-honchar,Serhiy  Honchar,1970.0,67.0,177.0,Ukraine
romain-furniere,Romain  Furniere,1943.0,,,Belgium
jarno-van-mingeroet,Jarno Van Mingeroet,1977.0,,,Belgium
leif-mortensen,Leif  Mortensen,1946.0,70.0,180.0,Denmark
alexander-edmondson,Alex  Edmondson,1993.0,75.0,183.0,Australia
alex-molenaar,Alex  Molenaar,1999.0,63.0,184.0,Netherlands
johnny-hoogerland,Johnny  Hoogerland,1983.0,65.0,179.0,Netherlands
endrio-leoni,Endrio  Leoni,1968.0,74.0,175.0,Italy
jose-luis-san-jose-amo,José Luis  San José,1954.0,,,Spain
alexander-kristoff,Alexander  Kristoff,1987.0,78.0,183.0,Norway
jonathan-vaughters,Jonathan  Vaughters,1973.0,64.0,170.0,United States
bram-tankink,Bram  Tankink,1978.0,71.0,181.0,Netherlands
franck-boucanville,Franck  Boucanville,1966.0,,,France
brian-jolly,Brian  Jolly,1946.0,76.0,180.0,Great Britain
nick-dougall,Nic  Dougall,1992.0,72.0,192.0,South Africa
roberto-laiseka-jaio,Roberto  Laiseka,1969.0,63.0,184.0,Spain
giovanni-strazzer,Giovanni  Strazzer,1965.0,,,Italy
stefan-denifl,Stefan  Denifl,1987.0,65.0,179.0,Austria
david-garcia-marquina,David  García,1970.0,,,Spain
edward-irl-dunbar,Eddie  Dunbar,1996.0,57.0,170.0,Ireland
rene-grelin,René  Grelin,1942.0,,,France
alessandro-cortinovis,Alessandro  Cortinovis,1977.0,68.0,182.0,Italy
karel-vacek,Karel  Vacek,2000.0,60.0,178.0,Czech Republic
marc-sarreau,Marc  Sarreau,1993.0,76.0,182.0,France
oscar-rodriguez,Óscar  Rodríguez,1995.0,63.0,179.0,Spain
itamar-einhorn,Itamar  Einhorn,1997.0,72.0,172.0,Israel
heinz-imboden,Heinz  Imboden,1962.0,70.0,178.0,Switzerland
franck-pencole,Franck  Pencolé,1976.0,74.0,184.0,France
alexander-efimkin,Alexander  Efimkin,1981.0,70.0,182.0,Russia
pedro-diaz-lobato,Pedro  Díaz,1973.0,,,Spain
faustino-cueli,Faustino  Cueli,1957.0,,,Spain
samuel-cabrera,Samuel  Cabrera,1960.0,,,Colombia
robbe-ghys,Robbe  Ghys,1997.0,72.0,182.0,Belgium
jan-hirt,Jan  Hirt,1991.0,62.0,181.0,Czech Republic
david-mckenzie,David  McKenzie,1974.0,,,Australia
ian-mckissick,Ian  McKissick,1980.0,,,United States
jay-vine,Jay  Vine,1995.0,69.0,184.0,Australia
fabio-negri,Fabio  Negri,1982.0,,,Italy
mikael-holst-kyneb,Mikael  Holst Kyneb,1972.0,,,Denmark
rolf-wolfshohl,Rolf  Wolfshohl,1938.0,,,Germany
lucas-eriksson,Lucas  Eriksson,1996.0,64.0,180.0,Sweden
jacky-durand,Jacky  Durand,1967.0,76.0,186.0,France
mark-renshaw,Mark  Renshaw,1982.0,74.0,179.0,Australia
gianni-vermeersch,Gianni  Vermeersch,1992.0,68.0,173.0,Belgium
remy-di-gregorio,Rémy Di Grégorio,1985.0,67.0,180.0,France
israel-corredor-fonseca,Israel  Corredor,1959.0,,,Colombia
jan-schaffrath,Jan  Schaffrath,1971.0,74.0,187.0,Germany
mattia-frapporti,Mattia  Frapporti,1994.0,74.0,182.0,Italy
gottfried-gody-schmutz,Gottfried  Schmutz,1954.0,,,Switzerland
vittorio-algeri,Vittorio  Algeri,1953.0,68.0,174.0,Italy
johannes-frohlinger,Johannes  Fröhlinger,1985.0,62.0,173.0,Germany
thierry-bock,Thierry  Bock,1966.0,,,Belgium
stefano-cortinovis,Stefano  Cortinovis,1968.0,,,Italy
vicente-reynes,Vicente  Reynés,1981.0,69.0,175.0,Spain
ermanno-brignoli,Ermanno  Brignoli,1969.0,78.0,187.0,Italy
enrique-guerrikagoitia,Enrique  Guerrikagoitia,1967.0,,,Spain
lorenzo-rota,Lorenzo  Rota,1995.0,62.0,173.0,Italy
rene-van-gils,René Van Gils,1954.0,,,Belgium
chris-horner,Chris  Horner,1971.0,70.0,180.0,United States
gert-jakobs,Gert  Jakobs,1964.0,,,Netherlands
pascal-hungerbuhler,Pascal  Hungerbühler,1977.0,,,Switzerland
giuliano-pavanello,Giuliano  Pavanello,1961.0,,,Italy
edward-beltran,Edward  Beltrán,1990.0,59.0,173.0,Colombia
ettore-pastorelli,Ettore  Pastorelli,1966.0,,,Italy
german-martin,Germán  Martín,1948.0,,,Spain
filip-cottenies,Filip  Cottenies,1962.0,,,Belgium
andrea-noe,Andrea  Noè,1969.0,65.0,178.0,Italy
nico-mattan,Nico  Mattan,1971.0,69.0,181.0,Belgium
elias-schmaeh,Elias  Schmäh,1986.0,,,Switzerland
eddy-cael,Eddy  Cael,1945.0,,,Belgium
pieter-vanspeybrouck,Pieter  Vanspeybrouck,1987.0,76.0,186.0,Belgium
joshua-tarling,Joshua  Tarling,2004.0,78.0,194.0,Great Britain
david-lozano,David  Lozano,1988.0,63.0,178.0,Spain
leon-van-bon,Léon van Bon,1972.0,72.0,176.0,Netherlands
andrea-moletta,Andrea  Moletta,1979.0,,,Italy
sigfrido-fontanelli,Sigfrido  Fontanelli,1947.0,,,Italy
michael-themann,Michael  Themann,1970.0,,,Switzerland
jerome-simon,Jérôme  Simon,1960.0,,,France
siegfried-hekimi,Siegfried  Hekimi,1956.0,,,Switzerland
allan-davis,Allan  Davis,1980.0,73.0,172.0,Australia
dirk-heirweg,Dirk  Heirweg,1955.0,73.0,180.0,Belgium
stepan-kurianov,Stepan  Kurianov,1996.0,74.0,183.0,Russia
marc-van-geel,Marc Van Geel,1959.0,,,Belgium
mario-costa,Mário  Costa,1985.0,,,Portugal
vladimir-gusev,Vladimir  Gusev,1982.0,67.0,176.0,Russia
filippo-casagrande,Filippo  Casagrande,1973.0,63.0,165.0,Italy
jean-paul-van-poppel,Jean-Paul van Poppel,1962.0,,,Netherlands
ralf-grabsch,Ralf  Grabsch,1973.0,81.0,185.0,Germany
fabio-balzi,Fabio  Balzi,1971.0,,,Italy
damien-touze,Damien  Touzé,1996.0,69.0,174.0,France
andreas-walzer,Andreas  Walzer,1970.0,,,Germany
iljo-keisse,Iljo  Keisse,1982.0,72.0,183.0,Belgium
maxim-van-gils,Maxim Van Gils,1999.0,63.0,174.0,Belgium
raphael-jeune,Raphael  Jeune,1975.0,,,France
jean-chassang,Jean  Chassang,1951.0,,,France
jose-gabriel-alonso-pascual,José Gabriel  Alonso,1957.0,,,Spain
juan-carlos-rozas,Juan Carlos  Rozas,1963.0,,,Spain
alexander-krieger,Alexander  Krieger,1991.0,71.0,184.0,Germany
